country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,composite_key
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,O3,18.0,42.0,30.0,"Sion, Mumbai - MPCB|O3|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,NH3,9.0,35.0,22.0,"Sion, Mumbai - MPCB|NH3|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,PM2.5,148.0,228.0,188.0,"City Railway Station, Bengaluru - KSPCB|PM2.5|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,PM10,118.0,163.0,140.0,"City Railway Station, Bengaluru - KSPCB|PM10|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,NO2,,51.0,36.0,"City Railway Station, Bengaluru - KSPCB|NO2|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,CO,1.0,4.0,2.0,"City Railway Station, Bengaluru - KSPCB|CO|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,O3,26.0,59.0,42.0,"City Railway Station, Bengaluru - KSPCB|O3|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,NH3,19.0,53.0,36.0,"City Railway Station, Bengaluru - KSPCB|NH3|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,PM2.5,86.0,116.0,101.0,"Alandur, Chennai - TNPCB|PM2.5|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,PM10,88.0,122.0,105.0,"Alandur, Chennai - TNPCB|PM10|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,NO2,16.0,39.0,27.0,"Alandur, Chennai - TNPCB|NO2|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,CO,3.0,4.0,3.0,"Alandur, Chennai - TNPCB|CO|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,O3,19.0,41.0,30.0,"Alandur, Chennai - TNPCB|O3|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,NH3,9.0,30.0,19.0,"Alandur, Chennai - TNPCB|NH3|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,PM2.5,144.0,241.0,192.0,"Victoria, Kolkata - WBPCB|PM2.5|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,PM10,126.0,165.0,145.0,"Victoria, Kolkata - WBPCB|PM10|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,NO2,28.0,63.0,45.0,"Victoria, Kolkata - WBPCB|NO2|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,CO,3.0,5.0,4.0,"Victoria, Kolkata - WBPCB|CO|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,SO2,8.0,34.0,21.0,"Victoria, Kolkata - WBPCB|SO2|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,O3,13.0,34.0,23.0,"Victoria, Kolkata - WBPCB|O3|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,NH3,29.0,65.0,47.0,"Victoria, Kolkata - WBPCB|NH3|2026-07-03 13:00:00"
