country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,composite_key
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,O3,50.0,79.0,64.0,"Mandir Marg, Delhi - DPCC|O3|2026-07-03 13:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 13:00:00,28.636429,77.201067,NH3,19.0,57.0,38.0,"Mandir Marg, Delhi - DPCC|NH3|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,PM2.5,162.0,238.0,200.0,"Sion, Mumbai - MPCB|PM2.5|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,PM10,30.0,81.0,55.0,"Sion, Mumbai - MPCB|PM10|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,NO2,23.0,49.0,36.0,"Sion, Mumbai - MPCB|NO2|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,CO,2.0,4.0,3.0,"Sion, Mumbai - MPCB|CO|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,SO2,11.0,50.0,30.0,"Sion, Mumbai - MPCB|SO2|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,O3,7.0,44.0,25.0,"Sion, Mumbai - MPCB|O3|2026-07-03 13:00:00"
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",2026-07-03 13:00:00,19.036814,72.860041,NH3,47.0,58.0,52.0,"Sion, Mumbai - MPCB|NH3|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,PM2.5,168.0,238.0,203.0,"City Railway Station, Bengaluru - KSPCB|PM2.5|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,PM10,156.0,201.0,178.0,"City Railway Station, Bengaluru - KSPCB|PM10|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,NO2,20.0,54.0,37.0,"City Railway Station, Bengaluru - KSPCB|NO2|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,CO,1.0,2.0,1.0,"City Railway Station, Bengaluru - KSPCB|CO|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,SO2,50.0,89.0,69.0,"City Railway Station, Bengaluru - KSPCB|SO2|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,O3,36.0,48.0,42.0,"City Railway Station, Bengaluru - KSPCB|O3|2026-07-03 13:00:00"
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",2026-07-03 13:00:00,12.977872,77.570688,NH3,16.0,38.0,27.0,"City Railway Station, Bengaluru - KSPCB|NH3|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,PM2.5,154.0,247.0,200.0,"Alandur, Chennai - TNPCB|PM2.5|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,PM10,72.0,132.0,102.0,"Alandur, Chennai - TNPCB|PM10|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,NO2,44.0,80.0,62.0,"Alandur, Chennai - TNPCB|NO2|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,CO,3.0,4.0,3.0,"Alandur, Chennai - TNPCB|CO|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,SO2,33.0,43.0,38.0,"Alandur, Chennai - TNPCB|SO2|2026-07-03 13:00:00"
India,Tamil Nadu,Chennai,"Alandur, Chennai - TNPCB",2026-07-03 13:00:00,12.999674,80.201193,NH3,8.0,18.0,13.0,"Alandur, Chennai - TNPCB|NH3|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,PM2.5,53.0,117.0,85.0,"Victoria, Kolkata - WBPCB|PM2.5|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,PM10,49.0,76.0,62.0,"Victoria, Kolkata - WBPCB|PM10|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,NO2,37.0,61.0,49.0,"Victoria, Kolkata - WBPCB|NO2|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,CO,4.0,7.0,5.0,"Victoria, Kolkata - WBPCB|CO|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,SO2,48.0,88.0,68.0,"Victoria, Kolkata - WBPCB|SO2|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,O3,15.0,31.0,23.0,"Victoria, Kolkata - WBPCB|O3|2026-07-03 13:00:00"
India,West Bengal,Kolkata,"Victoria, Kolkata - WBPCB",2026-07-03 13:00:00,22.544808,88.342558,NH3,,53.0,33.0,"Victoria, Kolkata - WBPCB|NH3|2026-07-03 13:00:00"
