country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,composite_key
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",2026-07-03 19:00:00,26.0881305,87.93840336,PM2.5,42.0,150.0,66.0,"SDM Office_Khagra, Kishanganj - BSPCB|PM2.5|2026-07-03 19:00:00"
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",2026-07-03 19:00:00,27.308328,84.531742,PM10,,,,"Forest Rest House, Manguraha - BSPCB|PM10|2026-07-03 19:00:00"
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",2026-07-03 19:00:00,26.63086,84.90051,CO,10.0,14.0,12.0,"Gandak Colony, Motihari - BSPCB|CO|2026-07-03 19:00:00"
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-07-03 19:00:00,25.376776,86.471523,PM10,7.0,78.0,37.0,"Town Hall, Munger - BSPCB|PM10|2026-07-03 19:00:00"
India,Bihar,Munger,"Town Hall, Munger - BSPCB",2026-07-03 19:00:00,25.376776,86.471523,CO,44.0,50.0,46.0,"Town Hall, Munger - BSPCB|CO|2026-07-03 19:00:00"
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",2026-07-03 19:00:00,26.1209,85.3647,NH3,,,,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB|NH3|2026-07-03 19:00:00"
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",2026-07-03 19:00:00,13.20488,79.097889,SO2,13.0,17.0,16.0,"Gangineni Cheruvu, Chittoor - APPCB|SO2|2026-07-03 19:00:00"
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",2026-07-03 19:00:00,13.20488,79.097889,CO,14.0,23.0,18.0,"Gangineni Cheruvu, Chittoor - APPCB|CO|2026-07-03 19:00:00"
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",2026-07-03 19:00:00,13.20488,79.097889,OZONE,32.0,50.0,41.0,"Gangineni Cheruvu, Chittoor - APPCB|OZONE|2026-07-03 19:00:00"
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",2026-07-03 19:00:00,16.711754,81.092095,NO2,7.0,31.0,18.0,"District Court, Eluru - APPCB|NO2|2026-07-03 19:00:00"
India,Andhra Pradesh,Eluru,"District Court, Eluru - APPCB",2026-07-03 19:00:00,16.711754,81.092095,OZONE,5.0,9.0,7.0,"District Court, Eluru - APPCB|OZONE|2026-07-03 19:00:00"
India,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",2026-07-03 19:00:00,16.316553,80.413302,NO2,18.0,65.0,32.0,"Rajendra Nagar North, Guntur - APPCB|NO2|2026-07-03 19:00:00"
India,Andhra Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",2026-07-03 19:00:00,14.465052,78.824187,NH3,8.0,24.0,20.0,"Yerramukkapalli, Kadapa - APPCB|NH3|2026-07-03 19:00:00"
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",2026-07-03 19:00:00,16.186555,81.13219,PM10,56.0,71.0,62.0,"Srinivas Nagar Colony, Machilipatnam - APPCB|PM10|2026-07-03 19:00:00"
India,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",2026-07-03 19:00:00,16.186555,81.13219,OZONE,28.0,44.0,33.0,"Srinivas Nagar Colony, Machilipatnam - APPCB|OZONE|2026-07-03 19:00:00"
India,Andhra Pradesh,Nellore,"Ambedkar Nagar, Nellore - APPCB",2026-07-03 19:00:00,14.438164,79.966814,NO2,25.0,28.0,27.0,"Ambedkar Nagar, Nellore - APPCB|NO2|2026-07-03 19:00:00"
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-07-03 19:00:00,16.536107,80.594233,PM2.5,60.0,74.0,67.0,"HB Colony, Vijayawada - APPCB|PM2.5|2026-07-03 19:00:00"
India,Andhra Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",2026-07-03 19:00:00,16.536107,80.594233,NO2,20.0,31.0,25.0,"HB Colony, Vijayawada - APPCB|NO2|2026-07-03 19:00:00"
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-07-03 19:00:00,16.486692,80.699436,PM10,,,,"Kanuru, Vijayawada - APPCB|PM10|2026-07-03 19:00:00"
India,Andhra Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",2026-07-03 19:00:00,16.486692,80.699436,SO2,4.0,24.0,15.0,"Kanuru, Vijayawada - APPCB|SO2|2026-07-03 19:00:00"
India,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",2026-07-03 19:00:00,17.72,83.3,NH3,3.0,3.0,3.0,"GVM Corporation, Visakhapatnam - APPCB|NH3|2026-07-03 19:00:00"
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",2026-07-03 19:00:00,26.071318,91.87488,NO2,3.0,8.0,6.0,"Central Academy for SFS, Byrnihat - PCBA|NO2|2026-07-03 19:00:00"
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2026-07-03 19:00:00,26.1875,91.744194,PM2.5,,,,"Pan Bazaar, Guwahati - PCBA|PM2.5|2026-07-03 19:00:00"
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2026-07-03 19:00:00,26.1875,91.744194,PM10,,,,"Pan Bazaar, Guwahati - PCBA|PM10|2026-07-03 19:00:00"
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2026-07-03 19:00:00,26.1875,91.744194,NO2,0.0,0.0,0.0,"Pan Bazaar, Guwahati - PCBA|NO2|2026-07-03 19:00:00"
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2026-07-03 19:00:00,26.1875,91.744194,NH3,1.0,1.0,1.0,"Pan Bazaar, Guwahati - PCBA|NH3|2026-07-03 19:00:00"
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",2026-07-03 19:00:00,26.1875,91.744194,SO2,30.0,33.0,32.0,"Pan Bazaar, Guwahati - PCBA|SO2|2026-07-03 19:00:00"
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",2026-07-03 19:00:00,26.446912,91.439057,PM2.5,,,,"Bata Chowk, Nalbari - PCBA|PM2.5|2026-07-03 19:00:00"
India,Assam,Silchar,"Tarapur, Silchar - PCBA",2026-07-03 19:00:00,24.82827,92.79525,PM10,39.0,51.0,44.0,"Tarapur, Silchar - PCBA|PM10|2026-07-03 19:00:00"
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2026-07-03 19:00:00,26.987634,94.636574,PM2.5,9.0,11.0,10.0,"Girls College, Sivasagar - PCBA|PM2.5|2026-07-03 19:00:00"
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",2026-07-03 19:00:00,26.987634,94.636574,NH3,6.0,15.0,9.0,"Girls College, Sivasagar - PCBA|NH3|2026-07-03 19:00:00"
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2026-07-03 19:00:00,26.146529,87.454184,PM10,44.0,117.0,60.0,"Kharahiya Basti, Araria - BSPCB|PM10|2026-07-03 19:00:00"
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",2026-07-03 19:00:00,26.146529,87.454184,CO,3.0,9.0,6.0,"Kharahiya Basti, Araria - BSPCB|CO|2026-07-03 19:00:00"
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2026-07-03 19:00:00,25.5626095,84.663264,PM2.5,40.0,58.0,48.0,"New DM Office, Arrah - BSPCB|PM2.5|2026-07-03 19:00:00"
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",2026-07-03 19:00:00,25.5626095,84.663264,NO2,7.0,8.0,7.0,"New DM Office, Arrah - BSPCB|NO2|2026-07-03 19:00:00"
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",2026-07-03 19:00:00,26.80365,84.51954,PM2.5,,,,"Kamalnath Nagar, Bettiah - BSPCB|PM2.5|2026-07-03 19:00:00"
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",2026-07-03 19:00:00,26.80365,84.51954,OZONE,22.0,26.0,24.0,"Kamalnath Nagar, Bettiah - BSPCB|OZONE|2026-07-03 19:00:00"
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",2026-07-03 19:00:00,25.265194,87.012947,PM2.5,,,,"Mayaganj, Bhagalpur - BSPCB|PM2.5|2026-07-03 19:00:00"
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",2026-07-03 19:00:00,25.204762,85.51496,CO,103.0,105.0,104.0,"D M Colony, Bihar Sharif - BSPCB|CO|2026-07-03 19:00:00"
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2026-07-03 19:00:00,25.56752,83.966379,NH3,3.0,3.0,3.0,"Charitra Van, Buxar - BSPCB|NH3|2026-07-03 19:00:00"
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",2026-07-03 19:00:00,25.56752,83.966379,CO,17.0,27.0,24.0,"Charitra Van, Buxar - BSPCB|CO|2026-07-03 19:00:00"
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",2026-07-03 19:00:00,25.7808257,84.7446768,SO2,,,,"Darshan Nagar, Chhapra - BSPCB|SO2|2026-07-03 19:00:00"
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2026-07-03 19:00:00,16.9872867,81.7363176,PM2.5,,,,"Anand Kala Kshetram, Rajamahendravaram - APPCB|PM2.5|2026-07-03 19:00:00"
India,Andhra Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",2026-07-03 19:00:00,16.9872867,81.7363176,OZONE,6.0,19.0,12.0,"Anand Kala Kshetram, Rajamahendravaram - APPCB|OZONE|2026-07-03 19:00:00"
India,Andhra Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",2026-07-03 19:00:00,13.67,79.35,PM10,17.0,46.0,30.0,"Toll Gate, Tirumala - APPCB|PM10|2026-07-03 19:00:00"
India,Andhra Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",2026-07-03 19:00:00,13.615387,79.40923,PM2.5,42.0,61.0,50.0,"Vaikuntapuram, Tirupati - APPCB|PM2.5|2026-07-03 19:00:00"
India,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",2026-07-03 19:00:00,16.509717,80.612222,PM10,64.0,92.0,79.0,"Rajiv Gandhi Park, Vijayawada - APPCB|PM10|2026-07-03 19:00:00"
India,Andhra Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",2026-07-03 19:00:00,16.509717,80.612222,NH3,2.0,6.0,4.0,"Rajiv Gandhi Park, Vijayawada - APPCB|NH3|2026-07-03 19:00:00"
India,Assam,Guwahati,"IITG, Guwahati - PCBA",2026-07-03 19:00:00,26.2028636,91.70046436,OZONE,3.0,15.0,9.0,"IITG, Guwahati - PCBA|OZONE|2026-07-03 19:00:00"
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2026-07-03 19:00:00,26.181742,91.78063,PM2.5,0.0,90.0,47.0,"Railway Colony, Guwahati - PCBA|PM2.5|2026-07-03 19:00:00"
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2026-07-03 19:00:00,26.181742,91.78063,NO2,3.0,4.0,3.0,"Railway Colony, Guwahati - PCBA|NO2|2026-07-03 19:00:00"
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",2026-07-03 19:00:00,26.181742,91.78063,OZONE,21.0,34.0,28.0,"Railway Colony, Guwahati - PCBA|OZONE|2026-07-03 19:00:00"
India,Andhra Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",2026-07-03 19:00:00,14.675886,77.593027,SO2,11.0,18.0,13.0,"Gulzarpet, Anantapur - APPCB|SO2|2026-07-03 19:00:00"
India,Andhra Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",2026-07-03 19:00:00,13.20488,79.097889,PM2.5,59.0,76.0,64.0,"Gangineni Cheruvu, Chittoor - APPCB|PM2.5|2026-07-03 19:00:00"
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",2026-07-03 19:00:00,26.349082,92.68449,PM10,41.0,75.0,57.0,"Christianpatty, Nagaon - PCBA|PM10|2026-07-03 19:00:00"
India,Delhi,Delhi,"Rohini, Delhi - DPCC",2026-07-03 19:00:00,28.732528,77.11992,NO2,16.0,42.0,26.0,"Rohini, Delhi - DPCC|NO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",2026-07-03 19:00:00,28.672342,77.31526,NH3,6.0,10.0,7.0,"Vivek Vihar, Delhi - DPCC|NH3|2026-07-03 19:00:00"
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",2026-07-03 19:00:00,28.73282,77.170633,NO2,14.0,61.0,33.0,"Jahangirpuri, Delhi - DPCC|NO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",2026-07-03 19:00:00,28.73282,77.170633,NH3,3.0,8.0,6.0,"Jahangirpuri, Delhi - DPCC|NH3|2026-07-03 19:00:00"
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-07-03 19:00:00,28.6811736,77.3025234,PM10,62.0,110.0,88.0,"IHBAS, Dilshad Garden, Delhi - CPCB|PM10|2026-07-03 19:00:00"
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-07-03 19:00:00,28.6811736,77.3025234,NO2,,,,"IHBAS, Dilshad Garden, Delhi - CPCB|NO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2026-07-03 19:00:00,28.6811736,77.3025234,NH3,,,,"IHBAS, Dilshad Garden, Delhi - CPCB|NH3|2026-07-03 19:00:00"
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2026-07-03 19:00:00,28.531346,77.190156,CO,37.0,50.0,41.0,"Sri Aurobindo Marg, Delhi - DPCC|CO|2026-07-03 19:00:00"
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",2026-07-03 19:00:00,28.531346,77.190156,OZONE,13.0,33.0,23.0,"Sri Aurobindo Marg, Delhi - DPCC|OZONE|2026-07-03 19:00:00"
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",2026-07-03 19:00:00,28.570173,76.933762,PM10,30.0,111.0,72.0,"Najafgarh, Delhi - DPCC|PM10|2026-07-03 19:00:00"
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",2026-07-03 19:00:00,21.237755,81.705301,NO2,,,,"Krishak Nagar, Raipur - CECB|NO2|2026-07-03 19:00:00"
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",2026-07-03 19:00:00,21.237755,81.705301,SO2,1.0,5.0,4.0,"Krishak Nagar, Raipur - CECB|SO2|2026-07-03 19:00:00"
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2026-07-03 19:00:00,21.219665,81.630094,SO2,3.0,4.0,3.0,"Bhatagaon New ISBT, Raipur - CECB|SO2|2026-07-03 19:00:00"
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2026-07-03 19:00:00,22.06631475,83.33820077,CO,22.0,41.0,28.0,"OP Jindal Industrial Park, Tumidih - CECB|CO|2026-07-03 19:00:00"
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2026-07-03 19:00:00,22.06631475,83.33820077,OZONE,27.0,27.0,27.0,"OP Jindal Industrial Park, Tumidih - CECB|OZONE|2026-07-03 19:00:00"
India,Delhi,Delhi,"Pusa, Delhi - IITM",2026-07-03 19:00:00,28.63611,77.173332,NO2,4.0,41.0,17.0,"Pusa, Delhi - IITM|NO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",2026-07-03 19:00:00,28.493624,77.201159,NO2,6.0,40.0,13.0,"IGNOU_Maidan Garhi, Delhi - DPCC|NO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2026-07-03 19:00:00,28.58028,77.233829,NH3,11.0,41.0,16.0,"Jawaharlal Nehru Stadium, Delhi - DPCC|NH3|2026-07-03 19:00:00"
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2026-07-03 19:00:00,28.58028,77.233829,SO2,2.0,13.0,8.0,"Jawaharlal Nehru Stadium, Delhi - DPCC|SO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2026-07-03 19:00:00,28.636429,77.201067,OZONE,29.0,42.0,36.0,"Mandir Marg, Delhi - DPCC|OZONE|2026-07-03 19:00:00"
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2026-07-03 19:00:00,28.60909,77.0325413,PM2.5,60.0,204.0,104.0,"NSIT Dwarka, Delhi - CPCB|PM2.5|2026-07-03 19:00:00"
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2026-07-03 19:00:00,28.60909,77.0325413,PM10,43.0,117.0,74.0,"NSIT Dwarka, Delhi - CPCB|PM10|2026-07-03 19:00:00"
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2026-07-03 19:00:00,28.60909,77.0325413,SO2,11.0,22.0,15.0,"NSIT Dwarka, Delhi - CPCB|SO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",2026-07-03 19:00:00,28.530785,77.271255,NO2,12.0,41.0,20.0,"Okhla Phase-2, Delhi - DPCC|NO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",2026-07-03 19:00:00,28.570173,76.933762,NH3,4.0,11.0,7.0,"Najafgarh, Delhi - DPCC|NH3|2026-07-03 19:00:00"
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",2026-07-03 19:00:00,28.570173,76.933762,OZONE,11.0,22.0,15.0,"Najafgarh, Delhi - DPCC|OZONE|2026-07-03 19:00:00"
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",2026-07-03 19:00:00,28.699793,77.165453,OZONE,16.0,22.0,20.0,"Wazirpur, Delhi - DPCC|OZONE|2026-07-03 19:00:00"
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",2026-07-03 19:00:00,28.6514781,77.1473105,NH3,7.0,12.0,9.0,"Shadipur, Delhi - CPCB|NH3|2026-07-03 19:00:00"
India,Delhi,Delhi,"Mundka, Delhi - DPCC",2026-07-03 19:00:00,28.684678,77.076574,PM2.5,47.0,98.0,72.0,"Mundka, Delhi - DPCC|PM2.5|2026-07-03 19:00:00"
India,Delhi,Delhi,"Mundka, Delhi - DPCC",2026-07-03 19:00:00,28.684678,77.076574,PM10,,,,"Mundka, Delhi - DPCC|PM10|2026-07-03 19:00:00"
India,Delhi,Delhi,"JNU, Delhi - DPCC",2026-07-03 19:00:00,28.540721,77.168544,NO2,9.0,43.0,19.0,"JNU, Delhi - DPCC|NO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"JNU, Delhi - DPCC",2026-07-03 19:00:00,28.540721,77.168544,OZONE,,,,"JNU, Delhi - DPCC|OZONE|2026-07-03 19:00:00"
India,Delhi,Delhi,"Alipur, Delhi - DPCC",2026-07-03 19:00:00,28.815329,77.15301,NH3,9.0,10.0,9.0,"Alipur, Delhi - DPCC|NH3|2026-07-03 19:00:00"
India,Delhi,Delhi,"Narela, Delhi - DPCC",2026-07-03 19:00:00,28.822836,77.101981,PM10,75.0,163.0,116.0,"Narela, Delhi - DPCC|PM10|2026-07-03 19:00:00"
India,Delhi,Delhi,"Narela, Delhi - DPCC",2026-07-03 19:00:00,28.822836,77.101981,NO2,14.0,32.0,19.0,"Narela, Delhi - DPCC|NO2|2026-07-03 19:00:00"
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-07-03 19:00:00,30.751462,76.762879,PM10,23.0,54.0,36.0,"Sector-25, Chandigarh - CPCC|PM10|2026-07-03 19:00:00"
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2026-07-03 19:00:00,30.751462,76.762879,CO,13.0,25.0,15.0,"Sector-25, Chandigarh - CPCC|CO|2026-07-03 19:00:00"
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",2026-07-03 19:00:00,22.08815,82.13737,NO2,,,,"Mangala, Bilaspur - NTPC|NO2|2026-07-03 19:00:00"
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",2026-07-03 19:00:00,22.08815,82.13737,SO2,3.0,14.0,10.0,"Mangala, Bilaspur - NTPC|SO2|2026-07-03 19:00:00"
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",2026-07-03 19:00:00,22.118125,83.140608,NO2,,,,"Nawapara SECL Colony, Chhal - CECB|NO2|2026-07-03 19:00:00"
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",2026-07-03 19:00:00,22.368195,82.746431,CO,8.0,15.0,11.0,"Rampur, Korba - CECB|CO|2026-07-03 19:00:00"
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2026-07-03 19:00:00,22.348441,82.549611,PM10,6.0,18.0,11.0,"Urja Nagar, Korba - CECB|PM10|2026-07-03 19:00:00"
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2026-07-03 19:00:00,22.348441,82.549611,NO2,6.0,11.0,8.0,"Urja Nagar, Korba - CECB|NO2|2026-07-03 19:00:00"
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2026-07-03 19:00:00,22.348441,82.549611,SO2,6.0,16.0,11.0,"Urja Nagar, Korba - CECB|SO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",2026-07-03 19:00:00,28.710508,77.249485,CO,36.0,49.0,44.0,"Sonia Vihar, Delhi - DPCC|CO|2026-07-03 19:00:00"
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",2026-07-03 19:00:00,28.56789,77.250515,PM10,85.0,166.0,113.0,"Nehru Nagar, Delhi - DPCC|PM10|2026-07-03 19:00:00"
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",2026-07-03 19:00:00,28.56789,77.250515,NO2,22.0,59.0,39.0,"Nehru Nagar, Delhi - DPCC|NO2|2026-07-03 19:00:00"
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",2026-07-03 19:00:00,28.56789,77.250515,CO,14.0,119.0,58.0,"Nehru Nagar, Delhi - DPCC|CO|2026-07-03 19:00:00"
